domain,url,path,cluster
databox.com,https://databox.com/,/,home
databox.com,https://databox.com/about,/about,about
databox.com,https://databox.com/advanced-analytics,/advanced-analytics,advanced-analytics
databox.com,https://databox.com/advanced-analytics-launch-2025,/advanced-analytics-launch-2025,advanced-analytics-launch-2025
databox.com,https://databox.com/affiliate-program,/affiliate-program,affiliate-program
databox.com,https://databox.com/affiliate-program-policy,/affiliate-program-policy,affiliate-program-policy
databox.com,https://databox.com/affiliate-program-policy-2024,/affiliate-program-policy-2024,affiliate-program-policy-2024
databox.com,https://databox.com/agencies,/agencies,agencies
databox.com,https://databox.com/agency-onboarding,/agency-onboarding,agency-onboarding
databox.com,https://databox.com/agencyanalytics-alternative,/agencyanalytics-alternative,alternatives/comparisons
databox.com,https://databox.com/ai,/ai,ai
databox.com,https://databox.com/ai-analyst,/ai-analyst,ai-analyst
databox.com,https://databox.com/ai-architecture,/ai-architecture,ai-architecture
databox.com,https://databox.com/ai-seo-new-rules-get-found-chatgpt-ai-search,/ai-seo-new-rules-get-found-chatgpt-ai-search,ai/agent pages
databox.com,https://databox.com/analytics-performance-tools,/analytics-performance-tools,analytics-performance-tools
databox.com,https://databox.com/analytics-software/agencies,/analytics-software/agencies,analytics-software
databox.com,https://databox.com/analytics-software/automated-reporting,/analytics-software/automated-reporting,solution/keyword pages
databox.com,https://databox.com/analytics-software/business,/analytics-software/business,analytics-software
databox.com,https://databox.com/analytics-software/data-visualization,/analytics-software/data-visualization,analytics-software
databox.com,https://databox.com/analytics-software/decisions,/analytics-software/decisions,analytics-software
databox.com,https://databox.com/analytics-software/ecommerce,/analytics-software/ecommerce,analytics-software
databox.com,https://databox.com/analytics-software/facebook-ads,/analytics-software/facebook-ads,analytics-software
databox.com,https://databox.com/analytics-software/google-ads,/analytics-software/google-ads,analytics-software
databox.com,https://databox.com/analytics-software/google-analytics-4,/analytics-software/google-analytics-4,analytics-software
databox.com,https://databox.com/analytics-software/instagram,/analytics-software/instagram,analytics-software
databox.com,https://databox.com/analytics-software/linkedin,/analytics-software/linkedin,analytics-software
databox.com,https://databox.com/analytics-software/marketing,/analytics-software/marketing,analytics-software
databox.com,https://databox.com/analytics-software/saas,/analytics-software/saas,analytics-software
databox.com,https://databox.com/analytics-software/sales,/analytics-software/sales,analytics-software
databox.com,https://databox.com/analytics-software/social-media-analytics,/analytics-software/social-media-analytics,analytics-software
databox.com,https://databox.com/author/abarnes,/author/abarnes,author
databox.com,https://databox.com/author/abenny,/author/abenny,author
databox.com,https://databox.com/author/acoronado,/author/acoronado,author
databox.com,https://databox.com/author/adongnam,/author/adongnam,author
databox.com,https://databox.com/author/adymski,/author/adymski,author
databox.com,https://databox.com/author/afrieden,/author/afrieden,author
