domain,url,category,path_depth,strategic_score,lastmod,sitemap
whatagraph.com,https://whatagraph.com/,other,0,2,2026-02-27T16:10:21Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/about,other,1,2,2025-10-10T14:17:47Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/accuranker-dashboard,other,1,5,2025-02-05T15:10:13Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/activecampaign-reporting-tool,other,1,7,2024-11-20T06:56:59Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/adroll-reporting-tool,other,1,6,2024-11-19T14:55:21Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/advanced-reporting-software,other,1,6,2024-11-20T06:57:48Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/advertising-dashboard,other,1,5,2025-03-18T11:00:36Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/advertising-report,other,1,3,2024-11-19T14:28:39Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/affiliates,other,1,2,,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/agencies,other,1,2,2026-01-15T08:46:46Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/agency-analytics-reporting,agency/white-label,1,15,2024-11-19T13:29:26Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/agency-dashboard,agency/white-label,1,13,2025-12-17T11:19:59Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/agency-hub,agency/white-label,1,10,2025-03-05T12:53:17Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/ai-playbook-for-agencies,other,1,3,2026-01-06T15:06:33Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/ai-report-generator,other,1,4,2026-03-11T08:04:36Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/adverity,alternative/comparison,2,11,2025-03-13T17:08:43Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/agency-analytics,alternative/comparison,2,15,2025-05-28T14:36:12Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/cyfe,alternative/comparison,2,11,2025-03-13T17:07:40Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/dashthis,alternative/comparison,2,11,2025-03-13T17:13:50Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/databox,alternative/comparison,2,11,2025-03-13T17:16:23Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/datorama,alternative/comparison,2,11,2025-03-13T17:41:14Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/funnel-io,alternative/comparison,2,11,2025-03-13T17:17:03Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/google-data-studio,alternative/comparison,2,13,2025-03-13T17:17:46Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/klipfolio,alternative/comparison,2,11,2025-03-13T16:43:13Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/ninjacat,alternative/comparison,2,11,2025-03-13T17:18:31Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/reportgarden,alternative/comparison,2,12,2025-03-13T17:42:07Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/supermetrics,alternative/comparison,2,11,2025-04-08T08:09:57Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/swydo,alternative/comparison,2,11,2025-03-13T17:39:31Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/alternatives/tapclicks,alternative/comparison,2,11,2025-03-13T17:40:17Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/amazon-ads-dashboard,other,1,6,2024-11-20T10:07:23Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/ambassador-program,other,1,2,2026-03-10T12:45:57Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/automated-reporting,other,1,7,2024-12-02T14:22:46Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/bigcommerce-dashboard,other,1,5,2025-03-13T14:43:14Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/bigquery-dashboard,other,1,5,2025-03-13T14:43:56Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/bing-ads-dashboard-reports,other,1,7,2025-03-18T10:31:02Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog,other,1,3,2025-07-03T08:13:56Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/agency-guides,blog/resource,2,12,2025-10-20T11:01:32Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/alternatives,alternative/comparison,2,12,2025-10-20T11:02:15Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/10-whatagraph-features-that-will-make-your-life-easier,blog/resource,3,7,2026-03-11T07:28:04Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/5-things-that-make-people-click-on-content,blog/resource,3,6,2025-05-26T13:10:19Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ad-hoc-reporting,blog/resource,3,10,2024-10-02T14:42:07Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ads-manager-instagram,blog/resource,3,8,2024-09-09T08:09:29Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/adverity-alternatives,alternative/comparison,3,10,2026-04-13T06:32:57Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/adwords-metrics,blog/resource,3,6,2025-04-01T14:27:27Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agency-client-retention,blog/resource,3,10,2024-07-29T14:08:13Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agency-metrics-kpis,blog/resource,3,10,2025-11-11T10:47:20Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agency-process,blog/resource,3,9,2025-06-23T13:04:18Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agency-reporting-tips,blog/resource,3,13,2025-11-11T10:48:57Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agency-vs-in-house-marketing,blog/resource,3,11,2025-03-03T16:00:48Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agencyanalytics-alternatives-and-competitors,alternative/comparison,3,15,2026-03-11T07:06:55Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agencyanalytics-dashboard,blog/resource,3,13,2025-12-29T08:20:23Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agencyanalytics-integrations,blog/resource,3,14,2025-12-29T08:44:22Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/agencyanalytics-pricing,blog/resource,3,11,2025-12-29T08:30:17Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ai-marketing-analytics-tools,blog/resource,3,9,2026-04-13T06:32:27Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ai-marketing-tools,blog/resource,3,8,2026-03-11T07:22:08Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ai-report-generation,blog/resource,3,8,2026-03-03T15:01:47Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ai-reporting-tools,blog/resource,3,11,2026-05-07T14:08:09Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/ai-seo-tools,blog/resource,3,8,2026-05-08T12:38:59Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/analytical-report,blog/resource,3,7,2026-05-08T12:21:00Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/automated-client-reporting,blog/resource,3,12,2025-11-11T10:49:28Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/automated-reporting-tools,blog/resource,3,11,2026-04-16T08:19:31Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/behavior-flow-chart,blog/resource,3,6,2025-11-11T10:48:08Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/benefits-of-real-time-reporting,blog/resource,3,10,2025-11-11T16:21:23Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-dashboard-reporting-tools,blog/resource,3,13,2026-04-13T06:33:40Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-ecommerce-tools,blog/resource,3,6,2025-07-11T11:36:33Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-marketing-analytics-tools,blog/resource,3,8,2025-12-08T16:26:42Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-marketing-infographics,blog/resource,3,7,2025-06-23T13:05:54Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-saas-tools,blog/resource,3,6,2026-03-11T07:57:39Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/best-social-media-analytics-tools,blog/resource,3,7,2026-05-08T13:00:08Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bigquery-analytics,blog/resource,3,7,2025-06-17T14:22:15Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bigquery-data-types,blog/resource,3,6,2025-03-21T18:29:09Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bigquery-data-visualization,blog/resource,3,6,2026-03-11T07:29:48Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bigquery-pricing,blog/resource,3,7,2025-05-28T16:10:49Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bigquery-tutorial,blog/resource,3,6,2025-04-11T10:25:37Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/bing-ads-intelligence,blog/resource,3,7,2025-05-23T13:15:05Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/board-report-template,blog/resource,3,10,2025-05-28T12:40:55Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/brand-awareness-metrics,blog/resource,3,6,2025-04-28T21:05:00Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-adroll-dashboard-reports,blog/resource,3,10,2025-05-28T16:36:00Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-detailed-seo-reports,blog/resource,3,9,2025-12-26T10:04:42Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-instagram-insights-report,blog/resource,3,8,2025-04-11T10:20:54Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-linkedin-ads-report,blog/resource,3,9,2025-02-13T13:41:37Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-mailchimp-campaign-reports,blog/resource,3,8,2024-12-27T12:25:02Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/build-social-media-dashboard,blog/resource,3,9,2025-12-22T05:40:35Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/building-trust-with-clients,blog/resource,3,7,2024-06-13T13:36:04Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/business-reports,blog/resource,3,7,2025-11-14T06:07:07Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/cac-payback-period,blog/resource,3,6,2024-05-29T16:29:48Z,https://whatagraph.com/sitemap.xml
whatagraph.com,https://whatagraph.com/blog/articles/call-center-kpi,blog/resource,3,7,2025-02-05T15:15:54Z,https://whatagraph.com/sitemap.xml
